"1","http://www.northeasttoday.in/anshu-at-ted-conference-in-mumbai/","Anshu at TED conference in Mumbai","August 12 21:38 2015"," August 12 21:38 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments Ace mountaineer and Everester of the Arunachal Pradesh Anshu Jamsenpa attended the prestigious TED (Technology, Entertainment, Design) Conference in Mumbai on Friday, where she talked about her journey from the remote border town of Arunachal  to the top of the world besides her struggles, challenges, future plans and potentials of adventure tourism in North East India.Her audio visual presentation followed by power-packed motivational speech was very well received by the audience in the jam packed hall of Jai Hind College.
 Another 600 plus audience watched her live on the big screen in the adjacent auditorium who could not be accommodated in the main hall.Her talk revolved around TED Conference theme â€˜ideas worth spreadingâ€™. She stated that she had earlier given motivational speeches to Indian Armed Forces and the Territorial Army Units besides schools, colleges, universities, NGOs and social organizations. Further she stated that this is her first presence in the TED Show and she is happy that it went off well.According to TED&#8217;s current Curator Chris Anderson about a million people watch TED Talks online each day. To date, the TED talks have received over 1000 million page views which is really amazing.
 TEDx Curator &#038; Co-Organizer Dhruv Agarwal stated that TED Conference is a platform where the brightest minds â€” scientists, designers, inventors, politicians and sportspersons share their ideas. Here the change makers and the thought leaders selected from different parts of the world deliver their insights. He also stated that Anshuâ€™s video will go live on TEDx website and youtube soon.The Mumbai edition brought together some of the Indiaâ€™s most fascinating thinkers and doers like Shardul Bajikar, Maj Gen KVS Lalotra (Retd),  Padma Shri Sucheta Dalal, Sailendra Singh and Anshu Jamsenpa in the same platform.  First lady IPS officer Kiren Bedi, Noble Peace Prize winner Kailash Satyarthi, Diplomat turned politician Shashi Tharoor, His Holiness The Karmapa were some of the imminent Indian speakers at the earlier TED Shows.Bill Clinton, Jane Fonda, Bill Gates, Steve Jobs, Richard Branson, Julian Assange, Sarah Jones, David Cameron, Al Gore, Kevin Rudd, Bill Ford and several others were speakers in the past TED Shows which itself speaks about the quality, grandeur and the importance of the TED Conference.-Arunachal Times"
"2","http://www.northeasttoday.in/arunachal-pradesh-awarded-with-the-best-eco-tourism-destination/","Arunachal Pradesh awarded with the Best Eco Tourism Destination","August 12 16:18 2015"," August 12 16:18 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments Adding yet another feather to its glorious cap, Arunachal Pradesh was awarded with the Best Eco Tourism Destination by the 9th Annual Today&#8217;s Traveller Awards, 2015, organised by Gill India Group. The glittering function took place at the magnificent Taj Palace, New Delhi, on August 11, 2015. Arunachal Pradesh, a veritable treasure house of nature, tucked away in the north eastern tip of India, invites tourists to relax in its picturesque hills and vales encircled on three sides by Bhutan, China and Myanmar. Tourists visiting the beautiful state can enjoy nature in its full splendour. In Arunachal Pradesh, snowy mist, famous monasteries, unexplored passes and tranquil lakes come together to form some of the prettiest mountain spots of the state.The award was received by Mr. Karma Leki, Director Tourism on behalf of Arunachal Pradesh Tourism. The award function also saw the attendance of other Northeastern States like Manipur and some of the scenic International countries like New Zealand and Abu Dhabi. This is not the first time that Arunachal Pradesh has been conferred with the tourism award but even in the past it has always been in the prime position of any Tourism Function. This goes as yet another pointer to the world of the unmatched beauty and hospitality of the state.The frontier Himalayan state of the nation, Arunachal Pradesh is also considered to be the second heaven on earth. From its proximity to the giant Himalayas to the greenery of its valleys, Arunachal Pradesh is the hotspot of tourist and activities round the year. The state tourism department has also been working hard in promoting it further to make it the best tourism destination not only in India but in the whole of South East Asia. This award comes at a right time as the tourists canâ€™t seem to get enough of the state.Among various other dignitaries, the event also saw the presence of Dr Mahesh Sharma, Minister of State (I/C) for Tourism &#038; Culture as its Chief Guest. The cover of Todayâ€™s Traveller Coffee Table Book 2015 â€“ â€˜Success Redefined,â€™ was also inaugurated during the occasion by the Minister of State for Civil Aviation, Government of India."
"3","http://www.northeasttoday.in/anshu-jamsenpa-notes-from-the-death-zone/","Anshu Jamsenpa: Notes From The Death Zone","August 12 13:19 2015"," August 12 13:19 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments Anshu Jamsenpa, Everester
 Anshu Jamsenpa an Everester from Bomdila, Arunachal Pradesh, the only Indian woman to have scaled the Mt. Everest thrice and the only mother in the world to have done so twice in 10 days. Whew!Dream. Dare. Win. You have to first dream, and then dare to fulfill that dream and finally you win. The mind is very powerful. You can achieve what your mind perceives. But it is very important to know your weaknesses and strengths. Positive attitude gives you the strength to fight against all odds.I am a mountaineer from Bomdilla, a small town in Arunachal Pradesh along the Indo-Chinese border. Have you heard of my hometown? There are just 25,000 people there and it is a beautiful place. I am 35 years old and a proud mother of two daughters aged 13 and 9.As a child I was always interested in adventure activity and was passionate about it. But the opportunity came by in 2009 when Wange my husband, organized National Himalayan Trekking Programme which had rock climbing as one of the events . One afternoon, I prepared lunch for some of the mountaineer friends and went over. It was a god sent opportunity for me! The group of rock climbers did a recce on the rock face and they were taking time to decide. Impulsively I went up to them and said I wanted to try. They were pleasantly surprised and happy to take me in. I finished rapping down the rock face successfully. I joined the last group of trekking. They said, â€œyou are courageousâ€ and that is how my journey as a mountaineer began. I learnt itâ€™s a huge subject. I took up a fifteen-day course after which I wanted to do a basic course. The instructors were impressed and told me that I could climb the Everest. I spoke to Wange about it and we decided that after completing the advanced course I would go for it.The decision to scale Everest was taking me a step closer to my goal of helping out people, as mountaineering had social and economic benefits to offer. Since my childhood I wanted to do something different. I guess that was a strong inspiration to try and go to the top.After the initial euphoria settled down, I realized that being a mountaineer has its own difficulties. Mountaineering is expensive and one of the most risky adventure sport. Arranging finances for my expedition was the biggest challenge.
 During my initial stage I faced a lotof discouragement. But later on after I had my achievements and mountaineering records to show, things changed. Apart from that, emotional, mental and physical hardships also had to be dealt with. I knew it is never going to be easy to be as a mother to even make an attempt but I also knew that if I attempt I wonâ€™t look back. I think itâ€™s about conviction and self â€“belief.In 2015 on the 7thof April the expedition for Mt.Everest was flagged off in Itanagar. With great enthusiasm and determination, I started my journey. Through my past experiences I have come to realize that no matter how well prepared you are, its helplessness that one faces when it comes to the forces of nature.
 On 25th of April the earthquake that shook Nepal, took its toll in the form of numerous avalanches on Mt. Everest. It is the worst thing that can happen during a mountain expedition. I was lucky to have survived the fury of nature but others werenâ€™t so lucky. Our camp side at Everest base camp was totally destroyed by the avalanche. Along with other mountaineers and sherpas, we cleared the debris, helped the injured and collected whatever was left of the expedition, with a sense of desolation. It was a sad situation at the base camp with many dead and injured mountaineers spread all over.This has not been the first time that an expedition has been called off and it is not an easy situation to deal with. You see your goal ahead, charged up with all the energy, and then it suddenly disappears. It is like dreaming a beautiful dream and just before you reach where you were headed, someone shakes you up. It is very upsetting but I am keeping myself motivated and hoping that my dream will be fulfilled someday soon.I would like to tell the youth of our country that they should be passionate about everything they do in life. Believe in yourself.This year I got associated with Reachout Foundation and I support the cause you are working for. I feel if you really want the country to develop then there cannot be any discrimination. I am always ready to do whatever I can to fight prejudice and discrimination. Yes, we can !-Our Stories.org.in"
"4","http://www.northeasttoday.in/independence-day-alert-sounded-in-four-northeastern-states/","Independence Day: Alert Sounded in Four Northeastern States","August 12 13:17 2015"," August 12 13:17 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments A massive security alert has been sounded in four northeastern states after separatist rebels announced a boycott of Independence Day celebrations on August 15, a home ministry official said on Tuesday. â€œWe are aware that they (rebels) will be making attempts to disrupt Independence Day celebrations in Manipur, Nagaland, Assam and Arunachal Pradesh. Therefore, we have placed security forces on high alert to thwart the rebels,â€ the official said.Four frontline separatist groups in the region have called for a boycott of Independence Day and also a general strike from 12 a.m. to 6 p.m. on August 15. Rebel groups in the northeast have for years boycotted national events and staged violent attacks in the run-up to the celebrations.â€œWe are on full alert and shall see to it that we are able to foil any attempts by rebels to attack,â€ an Assam Rifles official said. The four rebel groups announced their boycott through a joint statement e-mailed to several media houses.The call has been given by the United National Liberation Front of WESEA (UNLFW) â€” a front comprising the Myanmar-based National Socialist Council of Nagaland-Khaplang (NSCN-K), United Liberation Front of Asom (ULFA), National Democratic Front of Bodoland (NDFB), Kamtapur Liberation Organisation and Coordination Committee (CorCom) [an umbrella organisation of major separatist outfits fighting for an independent state for the majority Metei community in Manipur].Thousands of army, police and paramilitary troopers were on standby in other northeastern states to ensure that militants are not able to indulge in violence ahead of the Independence Day celebrations, particularly in Manipur.â€œFlushing out operations are on to nab the rebels who are attempting to disrupt Independence Day celebrations. Police across Manipur have been put on high alert and we are determined to thwart any subversive activity by the militants,â€ Manipurâ€™s Inspector General of Police Clay Khongsai said."
"5","http://www.northeasttoday.in/kiren-rijiju-assures-rail-connectivity-to-tawang/","Kiren Rijiju Assures Rail Connectivity to Tawang","August 12 11:06 2015"," August 12 11:06 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments Rail connectivity would be extended up to Tawang and beyond in the coming days and each and every village in Arunachal Pradesh would be connected by motorable roads irrespective of the existing population criteria, said Union Minister Kiren Rijiju after flagging off the new train service from Bhalukpong to Dekargaon at Bhalukpong station on Monday.Rijiju said the train would be of great help to the people of the hill areas of West Kameng district and also part of East Kameng and Tawang districts. He said it would also help security personnel travelling to the border areas with China and to carry essential goods to far-flung areas.Railway Minister Suresh Prabhu had earlier in the day flagged off the train by remote video link at New Delhi. Addressing the huge gathering of people both from Assam and Arunachal, Kiren assured that the interest of the north-east people would be taken care of.â€œNo stone would be left unturned and every possible effort would be made to ensure welfare of the North-East states and its people,â€ he assured. Assuring a series of developmental projects for the area which is the gateway to the three districts of the states West Kameng, East Kameng and Tawang, Kiren viewed that such projects would be a success, only if a conducive atmosphere is created and maintained.â€œPeace is pre-requisite for any development and the society in general is responsible for it,â€ he said and exhorted the youths to desist themselves from anti-social activities and shun terrorism and join the mainstream of life as violence begets only violence and nothing else.The Ministry of Home Affairs has sent a communication to the Ministry of Rural Development in this connection, he added. Earlier, MLA Japu Deru terming the event as historic and a memorable gift from the centre hoped that with this noble venture the connectivity issues so vexed in the area would be addressed. Besides easing the problems of the local populace and growth in business sector, the commutation issues of the people hailing from outside the state and those of the Para-Military and Military personnels would be served to a large extent, he summed.-DIPRO"
"6","http://www.northeasttoday.in/bodies-of-three-passengers-on-board-crashed-chopper-found/","Bodies of Three Passengers on Board Crashed Chopper Found","August 11 15:52 2015"," August 11 15:52 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments After seven days of intensive search, CRPF rescue team on Tuesday recovered bodies of IAS officer Kamlesh Joshi along with two pilots on board crashed chopper in Arunachal Pradesh . The wreckage of the missing helicopter was found 12 km south of Khonsa, the headquarters of Tirap district.The helicopter was on its way to Lumding in Assam from Khonsa in Arunachal Pradesh had Deputy Commissioner, Kamlesh Joshi along with the pilot MS Brar and co-pilot Rajeev Hoskote. As soon as the chopper went missing after taking off from Khonsa in Arunachal Pradeshâ€™s Tirap district on August 4 , a huge search operation was launched to locate the chopper which went missing.This is the most recent in a series of missing helicopter incidents in the state. Tagged many as â€˜killer chopper, just a few days earlier, a Pawan Hans helicopter had crashed while landing in Arunachalâ€™s Tawang district, killing at least 16 persons. In May 2011, former chief minister of Arunachal Pradesh, Dorjee Khandu, had died after his chopper went missing near India China border."
"7","http://www.northeasttoday.in/murkongselek-to-guwahati-bhalukpong-to-dekargaon-trains-flagged-off/","Murkongselek to Guwahati, Bhalukpong to Dekargaon Trains Flagged off","August 11 10:22 2015"," August 11 10:22 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments A Intercity Express from Murkongselek to Guwahati via Rangiya was flagged off by the Union Minister of State for Sports and Youth Affairs Sarbananda Sonowal at Murkongselek on Monday&#8217;s afternoon.&#8220;The new train will be a relief for the flood affected districts of Dhemaji and Lakhimpur,&#8221; Sonowal said. The Minister said they have taken up the matter of the departure time of the Murkongselek-Guwahati Intercity Express with the railway officials and the time of departure from Murkongselek to Guwahati would be changed from 11 pm to 8 pm from October 1.Union Minister of State for Home Kiren Rijiju flagged off another train from Bhalukpong to Dekargaon at Bhalukpong station. Rijiju said the train would be of great help to the people of the hill areas of West Kameng district and also part of East Kameng and Tawang districts.He said it would also help security personnel travelling to the border areas with China and to carry essential goods to far-flung areas. The guage conversion of this section was sanctioned in the Railway Budget of 2003-04 and was completed and commissioned in a phased manner.The Rangiya Murkongselek section and its branch lines Rangapara North to Tezpur (Dekargaon) and Balipara to Bhalukpong was 505 km long and falls mainly in Assam except for a small length of 1.26 km, which was in West Kameng district of Arunachal Pradesh.Railway Minister Suresh Prabhu had earlier in the day flagged off the trains by remote control at New Delhi."
"8","http://www.northeasttoday.in/arunachal-tourism-signs-mou-with-viacom-18/","Arunachal Tourism signs MOU with VIACOM 18","August 10 21:47 2015"," August 10 21:47 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments In order to boost tourism sector in Arunachal Pradesh, a Memorandum of Understanding was signed between Department of Tourism, Govt of Arunachal Pradesh and Viacom 18 on Tuesday. The MOU was signed in the Board room of the Directorate of Tourism between the Government of Arunachal Pradesh, represented by Dr. Joram Beda, Secretary Tourism, Department of Tourism and Mr. Jaideep Singh, Senior Vice President of Viacom along with Mr. Vikas Khanna, Vice President Viacom in the presence of other senior tourism officers and Viacom representatives in a modest board room discussion.Viacom 18, a renowned Media Production House has decided to tie up with the Govt. of Arunachal Pradesh to promote Arunachal Pradesh Tourism by facilitating renowned Production houses from Bollywood and other film industries to shoot films, music videos, documentaries, T.V serials, Reality shows (like Roadies) and also to explore Strategic Business IP Partnerships on various Arunachal Music festivals. etc in Arunachal Pradesh. The Production House own MTV, VH1 and colour T.V channels.The meeting was chaired by Dr. Beda who welcomed the Viacom officials. He showed a detailed power point presentation on various USPs for film shootings. The Secretary deliberated on the need for a Film Tourism to tapped the various recourses such as famous Jung waterfall which was used in the hit movie â€˜Koylaâ€™, unexplored lakes, places like Malinithan, for war movies WW-II cemetaries   Jairampur Cemetery, Stilwell Road which was built during the Second World War by Americans forces, etc. He conveyed the need for highest degree of commitment and professional excellence on part of the Viacom 18 and Tourism department officials. He said that the movie â€˜Rangoonâ€™ is to be shot in Pasighat soon and many other such proposals are bound in near future. On promotion, he asked Viacom to highlight Arunachal Tourism in BBC news channel, advertisement in Bangkok and many other such promotions are in the pipeline.On behalf of Department of Tourism, the dept. will provide logistic supports in providing good transportation vehicles (SUVs) budget accommodation, security, advice on selection of spots for shooting and the Government of Arunachal Pradesh will provide single window clearance for film and TV shows shooting permissions. Mr. Gedo Eshi, Deputy Director Tourism will be the Liaison officer for the film crew as announced by the Secretary (Tourism).
 They meeting ended with a positive vibe and many such policies will on other fields are also on the process added Dr. Beda."
"9","http://www.northeasttoday.in/devastating-fire-burns-down-37-shops-in-arunachals-oldest-town-pasighat/","Devastating Fire Burns Down 37 shops in Arunachal&#8217;s oldest town Pasighat","August 10 19:58 2015"," August 10 19:58 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments In an unfortunate fire accident at Arunachal&#8217;s oldest town Pasighat market area that occurred last night gutted down thirty-three shops and partially damaged four. Many structures were dismantled by JCBs as preventive measure to stop the devastating fire to spread more. Fortunately, there was no loss of life in the tragic incident but shopkeepers have lost property and goods worth crores in the accident.The inferno broke out around at about 8.15 pm on Sunday and the cause of the blaze was yet to be ascertained. Reportedly, two fire tenders from Pasighat police station were pressed into service while one the fire tender from neighboring Jonai, Assam that rushed to the spot was of great help specially for preventing fire to spread. John Perme, Chanchal Singh, K Moyong, NCC and BRTF had spared their JCBs to fight the fire.The District administration has disbursed five thousands each as immediate relief for the fire-affected families in presence of local MLA Kaling Moyong, DC In-charge Deepak Shinde, Chief Councilor Denong Tamuk, local leaders and shopkeepers.&#8216;Better fire services are need of the hour and firemen should be alerted and ever ready for any eventuality&#8217;, local MLA Kaling Moyong said. The MLA while appreciating the administration and DDMO for prompt action also extended his thanks to the JCB owners, Jonai Fire Brigade and also the volunteers who rendered precious service to control the fire. Moyong appealed to the Pasighatians to make proper installation of electrical connections by experts and to use candle and other inflammable items carefully while stating that fire accidents are common in the town.Chief councillor Tamuk also appealed all shopkeepers to procure and install fire distinguishers compulsorily in shops and urged the Disaster Management department to conduct fire fighting training/demonstration in market areas.Meanwhile, Advisor to Chief Minister Bosiram Siram in a press statement informed that the Stateâ€™s Home Minister Tanga Byaling has assured to make a proposal for procurement of one new Fire Tender for Pasighat on priority besides placing fund for immediate maintenance of old vehicles and equipments of the concerned department, as requested by Siram.-DIPRO"
"10","http://www.northeasttoday.in/esic-extends-insurance-scheme-to-arunachal-mizoram-manipur/","ESIC Extends Insurance Scheme to Arunachal, Mizoram, Manipur","August 10 16:17 2015"," August 10 16:17 2015 &#59158; Print This Article &#59196; Share it With Friends &#128100; by Northeast Today  &#59160;  0 Comments Employees&#8217; State Insurance Corporation (ESIC) has decided to implement its health insurance scheme to Arunachal Pradesh, Mizoram and Manipur in a bid to cover all states in the country.Besides, in its board meeting held recently, it has decided to extend the benefit of its health insurance scheme to Andaman &#038; Nicobar Islands, a union territory, according to an official release.  ESIC already covers union territories of Chandigarh, Dadra and Nagar Haveli, Daman and Diu, National Capital Territory of Delhi and Puducherry under the ambit of its health insurance scheme.ESIC, an arm of Labour Ministry, has a direct subscriber base of 1.95 crore, covering a population of around eight crore people under its cover.  The ESIC board, headed by Labour Minister Bandaru Dattatreya, has also decided to the extend the reach of ESI Scheme to 393 districts in the country by 1st April, 2016.At present, the ESIC coverage is limited to industrial or commercial pockets on the basis of revenue villages.  The board has also set up a committee for coverage of unorganised sector by reducing the threshold limit from present 10 workers to 5.At present, all establishments with 10 or more workers are covered under the ESI scheme.  The panel will work on plans to provide medical insurance to selected groups in the urban areas, including rickshaw pullers, auto-rickshaw drivers, Anganwadi/Asha/Mid-day meal workers and other such categories.ESIC has planned to directly run the health insurance services in all states without asking them to bear the cost of medical expenses. The board may soon design a new structure at the state level in the form of a subsidiary corporation in which state and central government as well as employees&#8217; and employers&#8217; organisations would be duly represented.  It has also approved extending the benefits of the ESI Scheme to the workers deployed on construction sites located in the implemented areas from August 1, 2015."
